HAGRID,Genus,Species,Common name,Order,Family,Adult weight (g),Maximum longevity (yrs),Specimen origin,Data quality,Source
01888,Echinops,telfairi,Lesser hedgehog tenrec,Afrosoricida,Tenrecidae,180,19,captivity,acceptable,671
01891,Microgale,dobsoni,Dobson's shrew tenrec,Afrosoricida,Tenrecidae,37.8,5.6,captivity,acceptable,434
01892,Microgale,talazaci,Talazac's shrew tenrec,Afrosoricida,Tenrecidae,50,5.8,captivity,acceptable,434
01893,Setifer,setosus,Greater hedgehog tenrec,Afrosoricida,Tenrecidae,225,14.1,captivity,acceptable,671
01894,Tenrec,ecaudatus,"Tailess tenrec, or Tenrec",Afrosoricida,Tenrecidae,900,8.7,captivity,acceptable,671
01895,Antilocapra,americana,Pronghorn,Artiodactyla,Antilocapridae,46100,17,captivity,acceptable,1306
01896,Addax,nasomaculatus,Addax,Artiodactyla,Bovidae,92500,28,captivity,high,671
01897,Aepyceros,melampus,Impala,Artiodactyla,Bovidae,52500,25.6,captivity,high,671
01898,Alcelaphus,buselaphus,Hartebeest,Artiodactyla,Bovidae,159000,22.5,captivity,acceptable,671
01900,Ammotragus,lervia,Aoudad,Artiodactyla,Bovidae,92500,21.7,captivity,acceptable,671
01901,Antidorcas,marsupialis,Springbok,Artiodactyla,Bovidae,39000,19.8,captivity,high,671
01902,Antilope,cervicapra,Blackbuck,Artiodactyla,Bovidae,37500,23.9,captivity,high,671
01904,Bison,bison,American bison,Artiodactyla,Bovidae,630000,33.5,captivity,high,671
01905,Bison,bonasus,European bison,Artiodactyla,Bovidae,610000,26.4,captivity,acceptable,671
01906,Bos,frontalis,Gaur,Artiodactyla,Bovidae,825000,26.2,captivity,acceptable,671
01907,Bos,grunniens,Yak,Artiodactyla,Bovidae,667000,26.3,captivity,high,671
01908,Bos,javanicus,Banteng,Artiodactyla,Bovidae,700000,27.1,captivity,acceptable,671
01911,Boselaphus,tragocamelus,Nilgai,Artiodactyla,Bovidae,180000,21.7,captivity,high,671
01912,Bubalus,bubalis,Water buffalo,Artiodactyla,Bovidae,725000,34.9,captivity,acceptable,671
01913,Bubalus,depressicornis,Anoa,Artiodactyla,Bovidae,155000,36.1,captivity,acceptable,671
01915,Bubalus,quarlesi,Mountain anoa,Artiodactyla,Bovidae,150000,29.2,captivity,acceptable,671
01916,Budorcas,taxicolor,Takin,Artiodactyla,Bovidae,180000,21.9,captivity,acceptable,671
01917,Capra,caucasica,West Caucasian tur,Artiodactyla,Bovidae,70000,19.3,captivity,acceptable,671
01918,Capra,cylindricornis,East Caucasian tur,Artiodactyla,Bovidae,50000,20.2,captivity,acceptable,671
01919,Capra,falconeri,Markhor,Artiodactyla,Bovidae,41000,19.1,captivity,high,671
01920,Capra,hircus,Domestic goat,Artiodactyla,Bovidae,61000,20.8,captivity,high,671
01921,Capra,ibex,Ibex,Artiodactyla,Bovidae,82500,21,captivity,acceptable,1306
01922,Capra,nubiana,Nubian ibex,Artiodactyla,Bovidae,46250,22.4,captivity,acceptable,"John Gramieri, pers. comm."
01924,Capra,sibirica,Siberian ibex,Artiodactyla,Bovidae,130000,22.3,captivity,acceptable,671
01925,Capricornis,crispus,Japanese serow,Artiodactyla,Bovidae,80000,24,captivity,acceptable,671
01926,Capricornis,sumatraensis,Serow,Artiodactyla,Bovidae,95000,18.5,captivity,acceptable,671
01927,Cephalophus,dorsalis,Bay duiker,Artiodactyla,Bovidae,11600,17.5,captivity,acceptable,671
01928,Cephalophus,jentinki,Jentink's duiker,Artiodactyla,Bovidae,70000.3,21,captivity,acceptable,671
01929,Cephalophus,natalensis,Natal duiker,Artiodactyla,Bovidae,10000,15.2,captivity,acceptable,671
01930,Cephalophus,niger,Black duiker,Artiodactyla,Bovidae,18100,14.8,captivity,acceptable,671
01931,Cephalophus,nigrifrons,Black-fronted duiker,Artiodactyla,Bovidae,13900,17.9,captivity,acceptable,671
01932,Cephalophus,rufilatus,Red-flanked duiker,Artiodactyla,Bovidae,13000,15.2,captivity,acceptable,671
01933,Cephalophus,silvicultor,Yellow-backed duiker,Artiodactyla,Bovidae,62000,22.5,captivity,acceptable,671
01934,Cephalophus,weynsi,Weyns's duiker,Artiodactyla,Bovidae,10000,15.2,captivity,acceptable,671
01936,Connochaetes,gnou,Black wildebeest,Artiodactyla,Bovidae,132250,21.8,captivity,acceptable,671
01937,Connochaetes,taurinus,Blue wildebeest,Artiodactyla,Bovidae,164500,24.3,captivity,high,671
01938,Damaliscus,lunatus,Topi,Artiodactyla,Bovidae,110000,35,captivity,acceptable,1306
01939,Damaliscus,pygargus,"Bontebok, or Sassaby, or Blesbok",Artiodactyla,Bovidae,84500,23,captivity,high,671
01940,Eudorcas,rufifrons,Red-fronted gazelle,Artiodactyla,Bovidae,15011,14.5,captivity,acceptable,671
01941,Eudorcas,thomsonii,Thomson's gazelle,Artiodactyla,Bovidae,25000,20,captivity,acceptable,671
01943,Gazella,cuvieri,Cuvier's gazelle,Artiodactyla,Bovidae,17500,17.9,captivity,acceptable,671
01944,Gazella,dorcas,Dorcas gazelle,Artiodactyla,Bovidae,14500,23.7,captivity,high,671
01945,Gazella,gazella,Mountain gazelle,Artiodactyla,Bovidae,23250,18.3,captivity,high,671
01946,Gazella,leptoceros,Rhim gazelle,Artiodactyla,Bovidae,48500,14.6,captivity,acceptable,671
01947,Gazella,saudiya,Saudi gazelle,Artiodactyla,Bovidae,32185.7,21,captivity,acceptable,1306
01949,Gazella,subgutturosa,Goitered gazelle,Artiodactyla,Bovidae,48500,16.3,captivity,high,671
01950,Hemitragus,hylocrius,Nilgiri tahr,Artiodactyla,Bovidae,75000,17.3,captivity,acceptable,671
01952,Hemitragus,jemlahicus,Himalayan tahr,Artiodactyla,Bovidae,35200,24,captivity,acceptable,1306
01953,Hippotragus,equinus,Roan antelope,Artiodactyla,Bovidae,225000,25.9,captivity,acceptable,671
01954,Hippotragus,niger,Sable antelope,Artiodactyla,Bovidae,225000,22.2,captivity,high,671
01955,Kobus,ellipsiprymnus,Waterbuck,Artiodactyla,Bovidae,175333,30,captivity,high,671
01956,Kobus,kob,Kob,Artiodactyla,Bovidae,105000,21.9,captivity,acceptable,671
01957,Kobus,leche,Lechwe,Artiodactyla,Bovidae,94800,27,captivity,acceptable,1306
01958,Kobus,megaceros,Nile lechwe,Artiodactyla,Bovidae,90000,21.1,captivity,high,671
01959,Litocranius,walleri,Gerenuk,Artiodactyla,Bovidae,43500,17.3,captivity,acceptable,671
01960,Madoqua,guentheri,Gunther's dik-dik,Artiodactyla,Bovidae,4550,17.5,captivity,acceptable,671
01961,Madoqua,kirkii,Kirk's dik-dik,Artiodactyla,Bovidae,5000,17.3,captivity,acceptable,671
01962,Naemorhedus,baileyi,Red goral,Artiodactyla,Bovidae,28863,19,captivity,acceptable,671
01963,Naemorhedus,caudatus,Chinese goral,Artiodactyla,Bovidae,27000,20.3,captivity,acceptable,671
01964,Naemorhedus,goral,Goral,Artiodactyla,Bovidae,31750,17.6,captivity,acceptable,671
01965,Nanger,dama,Dama gazelle,Artiodactyla,Bovidae,73000,19.3,captivity,acceptable,671
01966,Nanger,granti,Grant's gazelle,Artiodactyla,Bovidae,67000,23,captivity,acceptable,1306
01967,Nanger,soemmerringii,Soemmerring's gazelle,Artiodactyla,Bovidae,48500,15.5,captivity,acceptable,671
01968,Neotragus,moschatus,Suni,Artiodactyla,Bovidae,6500,13.5,captivity,acceptable,671
01969,Neotragus,pygmaeus,Royal antelope,Artiodactyla,Bovidae,2250,11.1,captivity,acceptable,671
01970,Oreamnos,americanus,Mountain goat,Artiodactyla,Bovidae,90000,20.8,captivity,acceptable,671
01971,Oreotragus,oreotragus,Klipspringer,Artiodactyla,Bovidae,12000,25.9,captivity,acceptable,671
01972,Oryx,dammah,Scimitar-horned oryx,Artiodactyla,Bovidae,177500,27.5,captivity,high,671
01973,Oryx,gazella,Gemsbok,Artiodactyla,Bovidae,170000,23.8,captivity,high,671
01974,Oryx,leucoryx,Arabian oryx,Artiodactyla,Bovidae,121350,20.8,captivity,high,671
01975,Ourebia,ourebi,Oribi,Artiodactyla,Bovidae,17000,15.9,captivity,acceptable,671
01976,Ovibos,moschatus,Muskox,Artiodactyla,Bovidae,315000,27.4,captivity,acceptable,671
01977,Ovis,ammon,Argali,Artiodactyla,Bovidae,160000,16.8,captivity,acceptable,671
01978,Ovis,aries,"Domestic sheep, or Mouflon",Artiodactyla,Bovidae,80000,22.8,captivity,high,671
01979,Ovis,canadensis,Bighorn sheep,Artiodactyla,Bovidae,70275,20.6,captivity,acceptable,671
01980,Ovis,dalli,Dall's sheep,Artiodactyla,Bovidae,73100,19.6,captivity,acceptable,671
01982,Philantomba,maxwellii,Maxwell's duiker,Artiodactyla,Bovidae,7000,18.3,captivity,acceptable,671
01983,Philantomba,monticola,Blue duiker,Artiodactyla,Bovidae,6250,15.9,captivity,acceptable,671
01984,Procapra,gutturosa,Mongolian gazelle,Artiodactyla,Bovidae,30000,12,captivity,acceptable,671
01985,Pseudois,nayaur,Bharal,Artiodactyla,Bovidae,55000,20.9,captivity,acceptable,671
01986,Raphicerus,campestris,Steenbok,Artiodactyla,Bovidae,13000,9.3,captivity,acceptable,671
01988,Redunca,arundinum,Southern reedbuck,Artiodactyla,Bovidae,58000,16.8,captivity,acceptable,671
01989,Redunca,fulvorufula,Mountain reedbuck,Artiodactyla,Bovidae,30000,15,captivity,acceptable,671
01992,Rupicapra,rupicapra,Chamois,Artiodactyla,Bovidae,37500,17.6,captivity,acceptable,671
01994,Sylvicapra,grimmia,Bush duiker,Artiodactyla,Bovidae,18500,15.4,captivity,acceptable,671
01995,Syncerus,caffer,African buffalo,Artiodactyla,Bovidae,700000,32.8,captivity,acceptable,"Thomas Brockmann, pers. comm."
01996,Taurotragus,derbianus,Giant eland,Artiodactyla,Bovidae,680000,20.3,captivity,acceptable,671
01997,Taurotragus,oryx,Eland,Artiodactyla,Bovidae,500000,26.1,captivity,high,671
01998,Tetracerus,quadricornis,Four-horned antelope,Artiodactyla,Bovidae,19000,17.4,captivity,acceptable,671
01999,Tragelaphus,angasii,Nyala,Artiodactyla,Bovidae,120000,23,captivity,acceptable,1306
02000,Tragelaphus,eurycerus,Bongo,Artiodactyla,Bovidae,307500,22,captivity,acceptable,1306
02001,Tragelaphus,imberbis,Lesser kudu,Artiodactyla,Bovidae,82500,19.8,captivity,acceptable,671
02002,Tragelaphus,scriptus,Bushbuck,Artiodactyla,Bovidae,60000,15.3,captivity,acceptable,671
02003,Tragelaphus,spekii,Sitatunga,Artiodactyla,Bovidae,87500,22.6,captivity,high,671
02004,Tragelaphus,strepsiceros,Greater kudu,Artiodactyla,Bovidae,217500,23.5,captivity,high,671
02005,Camelus,bactrianus,Bactrian camel,Artiodactyla,Camelidae,475000,35.4,captivity,high,671
02006,Camelus,dromedarius,Dromedary,Artiodactyla,Camelidae,434000,28.4,captivity,acceptable,671
02007,Lama,glama,Llama,Artiodactyla,Camelidae,140000,28.9,captivity,high,671
02008,Lama,guanicoe,Guanaco,Artiodactyla,Camelidae,127500,33.7,captivity,high,671
02009,Vicugna,pacos,Alpaca,Artiodactyla,Camelidae,62000,25.8,captivity,high,671
02010,Vicugna,vicugna,Vicugna,Artiodactyla,Camelidae,50000,31.6,captivity,acceptable,671
02013,Axis,axis,Chital,Artiodactyla,Cervidae,36000,20.8,captivity,high,671
02014,Axis,calamianensis,Calamian deer,Artiodactyla,Cervidae,40500,17.2,captivity,acceptable,671
02015,Axis,kuhlii,Bawean deer,Artiodactyla,Cervidae,55000,17.8,captivity,acceptable,671
02016,Axis,porcinus,Hog deer,Artiodactyla,Cervidae,43000,22.9,captivity,acceptable,671
02018,Capreolus,capreolus,Western roe deer,Artiodactyla,Cervidae,21666.7,17.5,captivity,acceptable,671
02020,Cervus,elaphus,Red deer,Artiodactyla,Cervidae,200000,31.5,captivity,high,671
02021,Cervus,nippon,Sika deer,Artiodactyla,Cervidae,42000,26.3,captivity,high,671
02022,Dama,dama,Fallow deer,Artiodactyla,Cervidae,70000,27,captivity,acceptable,1306
02023,Elaphodus,cephalophus,Tufted deer,Artiodactyla,Cervidae,33500,22.7,captivity,acceptable,671
02024,Elaphurus,davidianus,Pere David's deer,Artiodactyla,Cervidae,186500,27.5,captivity,high,671
02027,Hydropotes,inermis,Chinese water deer,Artiodactyla,Cervidae,11500,13.9,captivity,acceptable,671
02028,Mazama,americana,Red brocket,Artiodactyla,Cervidae,33000,17.1,captivity,acceptable,671
02029,Mazama,gouazoubira,Gray brocket,Artiodactyla,Cervidae,17000,14.8,captivity,acceptable,671
02032,Muntiacus,muntjak,Indian muntjac,Artiodactyla,Cervidae,21000,18.8,captivity,acceptable,671
02033,Muntiacus,reevesi,Reeves's muntjac,Artiodactyla,Cervidae,18000,23.2,captivity,high,671
02034,Odocoileus,hemionus,Mule deer,Artiodactyla,Cervidae,57000,22,captivity,acceptable,671
02035,Odocoileus,virginianus,White-tailed deer,Artiodactyla,Cervidae,87000,23,captivity,high,956
02036,Ozotoceros,bezoarticus,Pampas deer,Artiodactyla,Cervidae,32500,21.9,captivity,acceptable,671
02037,Przewalskium,albirostre,Thorold's deer,Artiodactyla,Cervidae,135000,21.3,captivity,acceptable,671
02038,Pudu,puda,Southern pudu,Artiodactyla,Cervidae,10000,18.3,captivity,acceptable,956
02039,Rangifer,tarandus,"Caribou, or Reindeer",Artiodactyla,Cervidae,101250,21.8,captivity,high,956
02040,Rucervus,duvaucelii,Barasingha,Artiodactyla,Cervidae,170000,24.5,captivity,high,671
02041,Rucervus,eldii,Eld's deer,Artiodactyla,Cervidae,122500,20.5,captivity,high,671
02042,Rusa,alfredi,Visayan spotted deer,Artiodactyla,Cervidae,46475,18.5,captivity,acceptable,671
02044,Rusa,timorensis,Timor deer,Artiodactyla,Cervidae,63000,21.1,captivity,acceptable,671
02045,Rusa,unicolor,Sambar,Artiodactyla,Cervidae,185000,26.4,captivity,acceptable,671
02046,Giraffa,camelopardalis,Giraffe,Artiodactyla,Giraffidae,800000,39.5,captivity,high,671
02047,Okapia,johnstoni,Okapi,Artiodactyla,Giraffidae,225000,33.5,captivity,acceptable,671
02048,Hexaprotodon,liberiensis,Pygmy hippopotamus,Artiodactyla,Hippopotamidae,215000,42.3,captivity,acceptable,671
02049,Hippopotamus,amphibius,Hippopotamus,Artiodactyla,Hippopotamidae,3750000,61.2,captivity,acceptable,671
02053,Babyrousa,babyrussa,Babirusa,Artiodactyla,Suidae,71500,22.9,captivity,acceptable,671
02055,Phacochoerus,africanus,Wart hog,Artiodactyla,Suidae,100000,30,captivity,acceptable,1306
02057,Potamochoerus,porcus,Red river hog,Artiodactyla,Suidae,88000,22,captivity,high,671
02058,Sus,barbatus,Bearded pig,Artiodactyla,Suidae,102750,16.2,captivity,acceptable,671
02059,Sus,salvanius,Pygmy hog,Artiodactyla,Suidae,8000,14,captivity,acceptable,671
02060,Sus,scrofa,Wild boar,Artiodactyla,Suidae,130000,27,captivity,high,671
02061,Sus,verrucosus,Javan pig,Artiodactyla,Suidae,76000,17,captivity,acceptable,671
02063,Pecari,tajacu,Collared peccary,Artiodactyla,Tayassuidae,20200,31.5,captivity,high,671
02064,Tayassu,pecari,White-lipped peccary,Artiodactyla,Tayassuidae,22000,28.5,captivity,acceptable,671
02066,Moschiola,meminna,Indian spotted chevrotain,Artiodactyla,Tragulidae,2450,14.5,captivity,acceptable,671
02067,Tragulus,javanicus,Lesser mouse-deer,Artiodactyla,Tragulidae,2850,14,captivity,acceptable,671
02068,Tragulus,napu,Greater mouse-deer,Artiodactyla,Tragulidae,6500,16.7,captivity,acceptable,671
02069,Ailurus,fulgens,Red panda,Carnivora,Ailuridae,4325,19,captivity,high,671
02070,Atelocynus,microtis,Short-eared dog,Carnivora,Canidae,9500,11.9,captivity,acceptable,671
02071,Canis,adustus,Side-striped jackal,Carnivora,Canidae,10250,13.7,captivity,acceptable,671
02072,Canis,aureus,Golden jackal,Carnivora,Canidae,11000,18.8,captivity,acceptable,671
02073,Canis,familiaris,Domestic dog,Carnivora,Canidae,40000,27,captivity,acceptable,1330
02074,Canis,latrans,Coyote,Carnivora,Canidae,13250,21.8,captivity,acceptable,671
02075,Canis,lupus,Gray wolf,Carnivora,Canidae,26625,20.6,captivity,high,671
02076,Canis,mesomelas,Black-backed jackal,Carnivora,Canidae,10250,16.7,captivity,acceptable,671
02077,Cerdocyon,thous,Crab-eating fox,Carnivora,Canidae,6500,12.7,captivity,acceptable,671
02078,Chrysocyon,brachyurus,Maned wolf,Carnivora,Canidae,21500,16.8,captivity,acceptable,671
02079,Cuon,alpinus,Dhole,Carnivora,Canidae,15750,16.1,captivity,acceptable,671
02080,Lycalopex,culpaeus,Culpeo,Carnivora,Canidae,13000,13.1,captivity,acceptable,671
02081,Lycalopex,griseus,Argentinian gray fox,Carnivora,Canidae,3990,10.9,captivity,acceptable,671
02082,Lycalopex,gymnocercus,Pampas fox,Carnivora,Canidae,8500,13.7,captivity,acceptable,671
02083,Lycalopex,sechurae,Sechuran fox,Carnivora,Canidae,4000,9.9,captivity,acceptable,671
02084,Lycalopex,vetulus,Hoary fox,Carnivora,Canidae,5350,12.6,captivity,acceptable,671
02085,Lycaon,pictus,African wild dog,Carnivora,Canidae,26500,17,captivity,high,671
02086,Nyctereutes,procyonoides,Raccoon dog,Carnivora,Canidae,6500,16.6,captivity,acceptable,671
02087,Otocyon,megalotis,Bat-eared fox,Carnivora,Canidae,4150,17,captivity,acceptable,671
02088,Speothos,venaticus,Bush dog,Carnivora,Canidae,6000,14.1,captivity,acceptable,671
02089,Urocyon,cinereoargenteus,Gray fox,Carnivora,Canidae,4750,16.2,captivity,acceptable,671
02094,Vulpes,corsac,Corsac fox,Carnivora,Canidae,2700,13,captivity,acceptable,671
02095,Vulpes,lagopus,Arctic fox,Carnivora,Canidae,5200,16.3,captivity,acceptable,671
02096,Vulpes,macrotis,Kit fox,Carnivora,Canidae,2500,15.8,captivity,acceptable,671
02097,Vulpes,pallida,Pale fox,Carnivora,Canidae,2800,16,captivity,acceptable,671
02098,Vulpes,rueppellii,Ruppell's sand fox,Carnivora,Canidae,3200,14.3,captivity,acceptable,671
02099,Vulpes,velox,Swift fox,Carnivora,Canidae,2400,15.9,captivity,acceptable,671
02100,Vulpes,vulpes,Red fox,Carnivora,Canidae,4131.7,21.3,captivity,acceptable,671
02101,Vulpes,zerda,Fennec,Carnivora,Canidae,1250,16.3,captivity,acceptable,671
02102,Cryptoprocta,ferox,Fossa,Carnivora,Eupleridae,9500,23.1,captivity,acceptable,671
02103,Fossa,fossana,Malagasy civet,Carnivora,Eupleridae,1540,21.4,captivity,acceptable,671
02104,Galidia,elegans,Ring-tailed mongoose,Carnivora,Eupleridae,800,26,captivity,acceptable,671
02106,Acinonyx,jubatus,Cheetah,Carnivora,Felidae,53500,20.5,captivity,high,671
02107,Caracal,caracal,Caracal,Carnivora,Felidae,16000,20.3,captivity,acceptable,671
02108,Catopuma,temminckii,Asiatic golden cat,Carnivora,Felidae,13500,23,captivity,acceptable,671
02110,Felis,chaus,Jungle cat,Carnivora,Felidae,10000,20,captivity,acceptable,671
02111,Felis,manul,Pallas' cat,Carnivora,Felidae,3500,15.9,captivity,acceptable,671
02112,Felis,margarita,Sand cat,Carnivora,Felidae,2750,13.9,captivity,acceptable,671
02113,Felis,nigripes,Black-footed cat,Carnivora,Felidae,2125,15.6,captivity,acceptable,671
02114,Felis,silvestris,Wild cat,Carnivora,Felidae,5500,19,captivity,acceptable,671
02115,Leopardus,colocolo,Colocolo,Carnivora,Felidae,2950,19.6,captivity,acceptable,671
02116,Leopardus,geoffroyi,Geoffroy's cat,Carnivora,Felidae,4000,23,captivity,acceptable,671
02118,Leopardus,pardalis,Ocelot,Carnivora,Felidae,8800,28.2,captivity,acceptable,671
02119,Leopardus,tigrinus,Little spotted cat,Carnivora,Felidae,2250,21.9,captivity,acceptable,671
02120,Leopardus,wiedii,Margay,Carnivora,Felidae,3666.7,24,captivity,acceptable,671
02121,Leptailurus,serval,Serval,Carnivora,Felidae,13350,22.4,captivity,high,671
02122,Lynx,canadensis,Canada lynx,Carnivora,Felidae,10100,26.8,captivity,acceptable,671
02123,Lynx,lynx,Eurasian lynx,Carnivora,Felidae,23000,26,captivity,acceptable,1306
02125,Lynx,rufus,Bobcat,Carnivora,Felidae,8600,32.3,captivity,acceptable,671
02126,Neofelis,nebulosa,Clouded leopard,Carnivora,Felidae,19500,19.8,captivity,acceptable,671
02127,Panthera,leo,Lion,Carnivora,Felidae,175000,28,captivity,acceptable,1306
02128,Panthera,onca,Jaguar,Carnivora,Felidae,81150,28,captivity,high,671
02129,Panthera,pardus,Leopard,Carnivora,Felidae,53750,27.3,captivity,high,671
02130,Panthera,tigris,Tiger,Carnivora,Felidae,119700,26.3,captivity,high,671
02132,Prionailurus,bengalensis,Leopard cat,Carnivora,Felidae,5000,17,captivity,acceptable,671
02133,Prionailurus,planiceps,Flat-headed cat,Carnivora,Felidae,6750,14,captivity,acceptable,671
02134,Prionailurus,rubiginosus,Rusty-spotted cat,Carnivora,Felidae,1350,17.9,captivity,acceptable,671
02135,Prionailurus,viverrinus,Fishing cat,Carnivora,Felidae,10650,17.2,captivity,acceptable,671
02136,Profelis,aurata,African golden cat,Carnivora,Felidae,10650,21,captivity,acceptable,671
02137,Puma,concolor,Cougar,Carnivora,Felidae,63000,27,captivity,acceptable,1306
02138,Puma,yagouaroundi,Jaguarundi,Carnivora,Felidae,7000,18.6,captivity,acceptable,671
02139,Uncia,uncia,Snow leopard,Carnivora,Felidae,50000,21.2,captivity,high,671
02140,Atilax,paludinosus,Marsh mongoose,Carnivora,Herpestidae,3300,20.8,captivity,acceptable,671
02141,Bdeogale,nigripes,Black-footed mongoose,Carnivora,Herpestidae,2000,15.8,captivity,acceptable,671
02142,Crossarchus,obscurus,Long-nosed cusimanse,Carnivora,Herpestidae,790,13.3,captivity,acceptable,671
02143,Cynictis,penicillata,Yellow mongoose,Carnivora,Herpestidae,598.5,15.2,captivity,acceptable,671
