HAGRID,Genus,Species,Common name,Order,Family,Adult weight (g),Maximum longevity (yrs),Specimen origin,Data quality,Source
02917,Peromyscus,maniculatus,Deer mouse,Rodentia,Cricetidae,20.5,8.3,captivity,acceptable,434
02918,Peromyscus,polionotus,Oldfield mouse,Rodentia,Cricetidae,14,5.5,captivity,acceptable,671
02919,Peromyscus,truei,Pinyon mouse,Rodentia,Cricetidae,25,5.4,captivity,acceptable,671
02923,Phodopus,sungorus,Dzhungarian hamster,Rodentia,Cricetidae,23.4,3.9,captivity,acceptable,671
02925,Podomys,floridanus,Florida mouse,Rodentia,Cricetidae,32,7.4,captivity,acceptable,434
02926,Reithrodon,auritus,"Bunny, or Coney rat",Rodentia,Cricetidae,72.2,5.5,captivity,acceptable,671
02931,Sigmodon,hispidus,Hispid cotton rat,Rodentia,Cricetidae,185,5.2,captivity,acceptable,671
02934,Tylomys,nudicaudus,Peters's climbing rat,Rodentia,Cricetidae,280,5.4,captivity,acceptable,671
02936,Ctenodactylus,gundi,Gundi,Rodentia,Ctenodactylidae,288.8,5.8,captivity,acceptable,671
02940,Cuniculus,paca,Lowland paca,Rodentia,Cuniculidae,9000,16.3,captivity,acceptable,671
02941,Cuniculus,taczanowskii,Mountain paca,Rodentia,Cuniculidae,8999.9,18.9,captivity,acceptable,671
02942,Dasyprocta,azarae,Azara's agouti,Rodentia,Dasyproctidae,2650,11.8,captivity,acceptable,671
02943,Dasyprocta,cristata,Crested agouti,Rodentia,Dasyproctidae,2650,14,captivity,acceptable,671
02944,Dasyprocta,fuliginosa,Black agouti,Rodentia,Dasyproctidae,3500,18,captivity,acceptable,671
02945,Dasyprocta,leporina,"Red-rumped agouti, or Agouti",Rodentia,Dasyproctidae,3265,17.8,captivity,high,671
02946,Dasyprocta,mexicana,Mexican agouti,Rodentia,Dasyproctidae,2700,13.1,captivity,acceptable,671
02947,Dasyprocta,prymnolopha,Black-rumped agouti,Rodentia,Dasyproctidae,2900,16.3,captivity,acceptable,671
02948,Dasyprocta,punctata,Central American agouti,Rodentia,Dasyproctidae,2150,13.8,captivity,acceptable,671
02950,Myoprocta,acouchy,Red acouchi,Rodentia,Dasyproctidae,775,14.8,captivity,acceptable,671
02951,Dinomys,branickii,Pacarana,Rodentia,Dinomyidae,12250,12.8,captivity,acceptable,671
02952,Allactaga,elater,Small five-toed jerboa,Rodentia,Dipodidae,58.7,5.2,captivity,acceptable,671
02953,Allactaga,euphratica,Euphrates jerboa,Rodentia,Dipodidae,232,4.2,captivity,acceptable,671
02954,Allactaga,major,Great jerboa,Rodentia,Dipodidae,350,7,captivity,acceptable,671
02955,Allactaga,sibirica,Mongolian five-toed jerboa,Rodentia,Dipodidae,117.5,4.5,captivity,acceptable,671
02956,Jaculus,jaculus,Lesser Egyptian jerboa,Rodentia,Dipodidae,55,7.3,captivity,acceptable,671
02957,Jaculus,orientalis,Greater Egyptian jerboa,Rodentia,Dipodidae,134,5.5,captivity,acceptable,671
02960,Zapus,hudsonius,Meadow jumping mouse,Rodentia,Dipodidae,18,5.6,captivity,acceptable,671
02962,Hoplomys,gymnurus,Armored rat,Rodentia,Echimyidae,504,7,captivity,acceptable,671
02964,Proechimys,brevicauda,"Andean spiny rat, or Short-tailed spiny-rat",Rodentia,Echimyidae,285,6.8,captivity,acceptable,671
02967,Proechimys,semispinosus,"Tome's spiny rat, or Spiny rat",Rodentia,Echimyidae,500,5.8,captivity,acceptable,671
02968,Thrichomys,apereoides,"Common punare, or Brazilian spiny rat",Rodentia,Echimyidae,373.5,7,captivity,acceptable,671
02969,Coendou,prehensilis,Prehensile-tailed porcupine,Rodentia,Erethizontidae,3900,26.6,captivity,acceptable,671
02970,Erethizon,dorsatus,North American porcupine,Rodentia,Erethizontidae,8600,23.4,captivity,acceptable,671
02971,Sphiggurus,mexicanus,Mexican hairy dwarf porcupine,Rodentia,Erethizontidae,2000,16.7,captivity,acceptable,671
02974,Geomys,bursarius,Plains pocket gopher,Rodentia,Geomyidae,176.7,12,captivity,acceptable,671
02976,Thomomys,bottae,Botta's pocket gopher,Rodentia,Geomyidae,115.5,6.1,captivity,acceptable,671
02979,Dryomys,nitedula,Forest dormouse,Rodentia,Gliridae,26,4.1,captivity,acceptable,671
02980,Eliomys,melanurus,Asian garden dormouse,Rodentia,Gliridae,122.5,6.2,captivity,acceptable,671
02981,Eliomys,quercinus,Garden dormouse,Rodentia,Gliridae,82.5,5.5,captivity,acceptable,671
02982,Glirulus,japonicus,Japanese dormouse,Rodentia,Gliridae,27,7,captivity,acceptable,671
02983,Glis,glis,Fat dormouse,Rodentia,Gliridae,125,8.7,captivity,acceptable,671
02984,Graphiurus,murinus,Woodland dormouse,Rodentia,Gliridae,24,6.9,captivity,acceptable,671
02985,Graphiurus,platyops,Rock dormouse,Rodentia,Gliridae,46.1,7.3,captivity,acceptable,671
02986,Muscardinus,avellanarius,Hazel dormouse,Rodentia,Gliridae,27.3,5.3,captivity,acceptable,671
02987,Chaetodipus,fallax,San Diego pocket mouse,Rodentia,Heteromyidae,18.7,8.3,captivity,acceptable,671
02988,Chaetodipus,formosus,Long-tailed pocket mouse,Rodentia,Heteromyidae,19,7.1,captivity,acceptable,647
02991,Dipodomys,deserti,Desert kangaroo rat,Rodentia,Heteromyidae,116,8.6,captivity,acceptable,671
02992,Dipodomys,heermanni,Heermann's kangaroo rat,Rodentia,Heteromyidae,65,8.3,captivity,acceptable,671
02993,Dipodomys,merriami,Merriam's kangaroo rat,Rodentia,Heteromyidae,42,9.7,captivity,acceptable,671
02995,Dipodomys,ordii,Ord's kangaroo rat,Rodentia,Heteromyidae,57,9.9,captivity,acceptable,671
02996,Dipodomys,spectabilis,Banner-tailed kangaroo rat,Rodentia,Heteromyidae,145,12.7,captivity,acceptable,671
02999,Perognathus,amplus,Arizona pocket mouse,Rodentia,Heteromyidae,11.7,5.9,captivity,acceptable,671
03002,Perognathus,longimembris,Little pocket mouse,Rodentia,Heteromyidae,8,8.3,captivity,acceptable,434
03004,Perognathus,parvus,Great Basin pocket mouse,Rodentia,Heteromyidae,20.1,5.8,captivity,acceptable,671
03005,Atherurus,africanus,African brush-tailed porcupine,Rodentia,Hystricidae,2750,22.9,captivity,acceptable,671
03007,Hystrix,africaeaustralis,Cape porcupine,Rodentia,Hystricidae,24000,23.1,captivity,acceptable,671
03008,Hystrix,brachyura,Malayan porcupine,Rodentia,Hystricidae,8000,27.3,captivity,acceptable,671
03009,Hystrix,cristata,African porcupine,Rodentia,Hystricidae,20000,28,captivity,acceptable,671
03010,Hystrix,indica,Indian crested porcupine,Rodentia,Hystricidae,20000,27.1,captivity,acceptable,671
03014,Acomys,cahirinus,Spiny mouse,Rodentia,Muridae,45.2,5.9,captivity,high,671
03018,Acomys,wilsoni,Wilson's spiny mouse,Rodentia,Muridae,20,5.6,captivity,acceptable,671
03020,Apodemus,argenteus,Small Japanese field mouse,Rodentia,Muridae,23.4,5,captivity,acceptable,671
03021,Apodemus,flavicollis,Yellow-necked mouse,Rodentia,Muridae,29.4,4.5,captivity,acceptable,671
03022,Apodemus,peninsulae,Korean field mouse,Rodentia,Muridae,32.9,4.4,captivity,acceptable,671
03023,Apodemus,speciosus,Large Japanese field mouse,Rodentia,Muridae,44,5.3,captivity,acceptable,671
03024,Apodemus,sylvaticus,Long-tailed field mouse,Rodentia,Muridae,23.4,6.3,captivity,acceptable,671
03025,Arvicanthis,niloticus,Nile kusu,Rodentia,Muridae,110,6.7,captivity,acceptable,671
03026,Chiropodomys,gliroides,Pencil-tailed tree mouse,Rodentia,Muridae,29,3.6,captivity,acceptable,671
03028,Conilurus,penicillatus,Brush-tailed rabbit rat,Rodentia,Muridae,144,4.5,captivity,acceptable,671
03031,Desmodillus,auricularis,Cape short-eared gerbil,Rodentia,Muridae,54.5,6.1,captivity,acceptable,671
03032,Dipodillus,campestris,North African gerbil,Rodentia,Muridae,28.4,7.3,captivity,acceptable,671
03033,Gerbilliscus,afra,Cape gerbil,Rodentia,Muridae,74.8,5.7,captivity,acceptable,671
03034,Gerbilliscus,validus,Southern savanna gerbil,Rodentia,Muridae,113,5,captivity,acceptable,671
03035,Gerbillus,gerbillus,Lesser Egyptian gerbil,Rodentia,Muridae,30,5.9,captivity,acceptable,671
03037,Gerbillus,perpallidus,Pale gerbil,Rodentia,Muridae,50,5.5,captivity,acceptable,671
03038,Gerbillus,pyramidum,Greater Egyptian gerbil,Rodentia,Muridae,37,8.2,captivity,acceptable,671
03039,Grammomys,dolichurus,Woodland mouse,Rodentia,Muridae,60,4.4,captivity,acceptable,671
03040,Hydromys,chrysogaster,Golden-bellied water rat,Rodentia,Muridae,850,7.3,captivity,acceptable,671
03041,Lemniscomys,barbarus,Barbary striped grass mouse,Rodentia,Muridae,26.2,4.4,captivity,acceptable,671
03042,Lemniscomys,striatus,Typical striped grass mouse,Rodentia,Muridae,42.3,4.8,captivity,acceptable,671
03044,Leporillus,conditor,Greater stick-nest rat,Rodentia,Muridae,332.5,5.3,captivity,acceptable,671
03046,Meriones,crassus,Sundevall's jird,Rodentia,Muridae,35,5.6,captivity,acceptable,671
03047,Meriones,libycus,Libyan jird,Rodentia,Muridae,100,5.2,captivity,acceptable,671
03048,Meriones,meridianus,Mid-day jird,Rodentia,Muridae,53,6.8,captivity,acceptable,671
03049,Meriones,persicus,Persian jird,Rodentia,Muridae,100,6,captivity,acceptable,671
03052,Meriones,unguiculatus,Mongolian jird,Rodentia,Muridae,53.2,6.3,captivity,acceptable,671
03053,Meriones,vinogradovi,Vinogradov's jird,Rodentia,Muridae,150,6.7,captivity,acceptable,671
03054,Mesembriomys,gouldii,Black-footed tree rat,Rodentia,Muridae,900,7.8,captivity,acceptable,671
03055,Mesembriomys,macrurus,Golden-backed tree rat,Rodentia,Muridae,268.5,7.1,captivity,acceptable,671
03056,Micaelamys,namaquensis,"Namaqua rock rat, or Rock mouse",Rodentia,Muridae,47.6,4.7,captivity,acceptable,671
03057,Micromys,minutus,Old World harvest mouse,Rodentia,Muridae,6,3.8,captivity,acceptable,671
03058,Millardia,gleadowi,Sand-colored rat,Rodentia,Muridae,70,4,captivity,acceptable,671
03061,Mus,minutoides,"Southern African pygmy mouse, or Pygmy mouse",Rodentia,Muridae,7.2,4.3,captivity,acceptable,671
03063,Mus,musculus,House mouse,Rodentia,Muridae,20.5,4,captivity,high,506
03064,Mus,spicilegus,Mound-building mouse,Rodentia,Muridae,19.9,3.5,captivity,acceptable,671
03065,Notomys,alexis,Spinifex hopping mouse,Rodentia,Muridae,35,6.4,captivity,acceptable,671
03067,Notomys,mitchellii,Mitchell's hopping mouse,Rodentia,Muridae,52,5.3,captivity,acceptable,671
03069,Pachyuromys,duprasi,Fat-tailed gerbil,Rodentia,Muridae,40,8.3,captivity,acceptable,671
03070,Phloeomys,cumingi,Slender-tailed cloud rat,Rodentia,Muridae,1750,13.6,captivity,acceptable,671
03071,Phloeomys,pallidus,Northern Luzon slender-tailed cloud rat,Rodentia,Muridae,1744,10.7,captivity,acceptable,671
03072,Pogonomys,macrourus,"Chestnut pogonomys, or Long-tailed tree mouse",Rodentia,Muridae,57,3.1,captivity,acceptable,671
03073,Praomys,tullbergi,"Tullberg's praomys, or Tullberg's rock rat",Rodentia,Muridae,30,5.2,captivity,acceptable,671
03074,Psammomys,obesus,Fat sand rat,Rodentia,Muridae,212,3.2,captivity,acceptable,671
03075,Pseudomys,australis,"Plains mouse, or Australian native mouse",Rodentia,Muridae,65,7.9,captivity,acceptable,671
03076,Pseudomys,chapmani,Western pebble-mound mouse,Rodentia,Muridae,12,6.8,captivity,acceptable,671
03077,Pseudomys,fumeus,Smoky mouse,Rodentia,Muridae,70,6.5,captivity,acceptable,671
03079,Pseudomys,laborifex,Kimberly mouse,Rodentia,Muridae,12,6.9,captivity,acceptable,671
03080,Pseudomys,shortridgei,Heath mouse,Rodentia,Muridae,64,6,captivity,acceptable,671
03081,Rattus,fuscipes,Bush rat,Rodentia,Muridae,130,5.3,captivity,acceptable,616
03082,Rattus,lutreolus,Australian swamp rat,Rodentia,Muridae,115,4.4,captivity,acceptable,671
03083,Rattus,norvegicus,Norway rat,Rodentia,Muridae,300,3.8,captivity,acceptable,857
03084,Rattus,rattus,Rat,Rodentia,Muridae,200,4.2,captivity,acceptable,671
03085,Rhabdomys,pumilio,Four-striped grass mouse,Rodentia,Muridae,51,4.5,captivity,acceptable,671
03086,Rhombomys,opimus,Great gerbil,Rodentia,Muridae,285,4.5,captivity,acceptable,671
03087,Sekeetamys,calurus,Bushy-tailed jird,Rodentia,Muridae,65,7.3,captivity,acceptable,671
03089,Tatera,indica,Indian gerbil,Rodentia,Muridae,146.7,7,captivity,acceptable,671
03095,Zyzomys,palatilis,Carpentarian rock rat,Rodentia,Muridae,123,6.2,captivity,acceptable,671
03096,Zyzomys,pedunculatus,Central rock rat,Rodentia,Muridae,100,7.5,captivity,acceptable,671
03097,Myocastor,coypus,Nutria,Rodentia,Myocastoridae,7850,19,captivity,acceptable,1306
03098,Cricetomys,emini,Giant rat,Rodentia,Nesomyidae,1300,7.4,captivity,acceptable,671
03099,Cricetomys,gambianus,Gambian rat,Rodentia,Nesomyidae,1500,8.4,captivity,acceptable,671
03100,Dendromus,melanotis,Gray climbing mouse,Rodentia,Nesomyidae,7.4,4.2,captivity,acceptable,671
03101,Dendromus,mesomelas,Brant's climbing mouse,Rodentia,Nesomyidae,13,3.3,captivity,acceptable,671
03102,Hypogeomys,antimena,Malagasy giant rat,Rodentia,Nesomyidae,1250,12.6,captivity,acceptable,671
03103,Mystromys,albicaudatus,White-tailed mouse,Rodentia,Nesomyidae,106,6.3,captivity,acceptable,671
03104,Saccostomus,campestris,Pouched mouse,Rodentia,Nesomyidae,47.4,4.5,captivity,acceptable,671
03106,Octodon,degus,Degu,Rodentia,Octodontidae,235,14,captivity,acceptable,671
03108,Spalacopus,cyanus,Coruro,Rodentia,Octodontidae,98,10.8,captivity,acceptable,671
03109,Pedetes,capensis,"South African springhare, or Springhare",Rodentia,Pedetidae,3500,20,captivity,acceptable,671
03112,Ammospermophilus,harrisii,Harris's antelope squirrel,Rodentia,Sciuridae,126,10.6,captivity,acceptable,671
03113,Ammospermophilus,leucurus,White-tailed antelope squirrel,Rodentia,Sciuridae,105,11.2,captivity,acceptable,671
03117,Callosciurus,caniceps,Gray-bellied squirrel,Rodentia,Sciuridae,257,13.7,captivity,acceptable,671
03118,Callosciurus,erythraeus,Pallas's squirrel,Rodentia,Sciuridae,272,17,captivity,acceptable,671
03120,Callosciurus,notatus,Plantain squirrel,Rodentia,Sciuridae,190,14.8,captivity,acceptable,671
03121,Callosciurus,prevostii,Prevost's squirrel,Rodentia,Sciuridae,400,21.1,captivity,acceptable,671
03122,Callospermophilus,lateralis,Golden-mantled ground squirrel,Rodentia,Sciuridae,157.6,10.4,captivity,acceptable,671
03125,Cynomys,ludovicianus,Black-tailed prairie dog,Rodentia,Sciuridae,1125,15,captivity,acceptable,1306
03129,Funisciurus,anerythrus,Thomas's rope squirrel,Rodentia,Sciuridae,218,10,captivity,acceptable,671
03131,Funisciurus,pyrropus,Fire-footed rope squirrel,Rodentia,Sciuridae,271.7,9.5,captivity,acceptable,671
03133,Glaucomys,sabrinus,Northern flying squirrel,Rodentia,Sciuridae,149,14.2,captivity,acceptable,671
03134,Glaucomys,volans,Southern flying squirrel,Rodentia,Sciuridae,65.4,19,captivity,acceptable,671
03135,Heliosciurus,rufobrachium,Red-legged sun squirrel,Rodentia,Sciuridae,326.5,8.7,captivity,acceptable,671
03136,Ictidomys,tridecemlineatus,Thirteen-lined ground squirrel,Rodentia,Sciuridae,172.7,7.9,captivity,acceptable,671
03140,Marmota,flaviventris,Yellow-bellied marmot,Rodentia,Sciuridae,3500,21.2,captivity,acceptable,671
03141,Marmota,marmota,Alpine marmot,Rodentia,Sciuridae,3500,17.4,captivity,acceptable,671
03142,Marmota,monax,Woodchuck,Rodentia,Sciuridae,4000,14,captivity,acceptable,671
03143,Marmota,vancouverensis,Vancouver marmot,Rodentia,Sciuridae,4750,12.1,captivity,acceptable,671
03144,Otospermophilus,variegatus,Rock squirrel,Rodentia,Sciuridae,663,9.8,captivity,acceptable,671
03147,Petaurista,alborufus,Red and white giant flying squirrel,Rodentia,Sciuridae,1700,21.4,captivity,acceptable,671
03148,Petaurista,leucogenys,Japanese giant flying squirrel,Rodentia,Sciuridae,1650,19.2,captivity,acceptable,671
03152,Poliocitellus,franklinii,Franklin's ground squirrel,Rodentia,Sciuridae,459,7.2,captivity,acceptable,671
03154,Pteromys,volans,Siberian flying squirrel,Rodentia,Sciuridae,130,11.4,captivity,acceptable,671
03156,Ratufa,bicolor,Black giant squirrel,Rodentia,Sciuridae,2000,19,captivity,acceptable,671
03157,Ratufa,indica,Indian giant squirrel,Rodentia,Sciuridae,2000,20,captivity,acceptable,671
03161,Sciurus,aureogaster,Red-bellied squirrel,Rodentia,Sciuridae,600,11.5,captivity,acceptable,671
03162,Sciurus,carolinensis,Eastern gray squirrel,Rodentia,Sciuridae,533,23.6,captivity,acceptable,671
03164,Sciurus,granatensis,Red-tailed squirrel,Rodentia,Sciuridae,374,11.5,captivity,acceptable,671
03168,Sciurus,niger,Eastern fox squirrel,Rodentia,Sciuridae,800,16,captivity,acceptable,671
03170,Sciurus,variegatoides,Variegated squirrel,Rodentia,Sciuridae,485,15.1,captivity,acceptable,671
03171,Sciurus,vulgaris,Eurasian red squirrel,Rodentia,Sciuridae,600,14.8,captivity,acceptable,671
03172,Spermophilus,citellus,European ground squirrel,Rodentia,Sciuridae,217,6.7,captivity,acceptable,671
03173,Spermophilus,pygmaeus,Little ground squirrel,Rodentia,Sciuridae,136,7.1,captivity,acceptable,671
03174,Sundasciurus,hippurus,Horse-tailed squirrel,Rodentia,Sciuridae,312.5,14,captivity,acceptable,671
03175,Sundasciurus,lowii,Low's squirrel,Rodentia,Sciuridae,67,11.1,captivity,acceptable,671
03176,Sundasciurus,tenuis,Slender squirrel,Rodentia,Sciuridae,75,10,captivity,acceptable,671
03178,Tamias,dorsalis,Cliff chipmunk,Rodentia,Sciuridae,62.8,12.6,captivity,acceptable,671
03179,Tamias,minimus,Least chipmunk,Rodentia,Sciuridae,44.1,10,captivity,acceptable,671
03183,Tamias,sibiricus,Siberian chipmunk,Rodentia,Sciuridae,85,9.6,captivity,acceptable,671
03184,Tamias,striatus,Eastern chipmunk,Rodentia,Sciuridae,96,9.5,captivity,acceptable,671
03185,Tamias,townsendii,Townsend's chipmunk,Rodentia,Sciuridae,75,9.3,captivity,acceptable,671
03186,Tamiasciurus,hudsonicus,Red squirrel,Rodentia,Sciuridae,200,9.8,captivity,acceptable,671
03190,Xerospermophilus,mohavensis,Mohave ground squirrel,Rodentia,Sciuridae,150,7.8,captivity,acceptable,671
03191,Xerospermophilus,tereticaudus,Round-tailed ground squirrel,Rodentia,Sciuridae,163.3,8.9,captivity,acceptable,671
03192,Xerus,erythropus,Striped ground squirrel,Rodentia,Sciuridae,600,10.3,captivity,acceptable,671
03193,Xerus,inauris,South African ground squirrel,Rodentia,Sciuridae,588,11.5,captivity,acceptable,671
03194,Cannomys,badius,Lesser bamboo rat,Rodentia,Spalacidae,650,4.8,captivity,acceptable,671
03197,Spalax,ehrenbergi,Palestine mole rat,Rodentia,Spalacidae,160,20.2,captivity,acceptable,"Aaron Avivi, pers. comm."
03199,Thryonomys,swinderianus,Greater cane rat,Rodentia,Thryonomyidae,6600,5.4,captivity,acceptable,671
03201,Tupaia,belangeri,Northern tree shrew,Scandentia,Tupaiidae,200,11.1,captivity,acceptable,671
03202,Tupaia,glis,Common tree shrew,Scandentia,Tupaiidae,200,12.4,captivity,acceptable,671
03203,Tupaia,minor,Pygmy tree shrew,Scandentia,Tupaiidae,58.6,12.2,captivity,acceptable,671
03204,Tupaia,tana,Large tree shrew,Scandentia,Tupaiidae,197.8,11.6,captivity,acceptable,671
03205,Urogale,everetti,Mindanao tree shrew,Scandentia,Tupaiidae,350,11.5,captivity,acceptable,671
03206,Dugong,dugon,Dugong,Sirenia,Dugongidae,360000,73,captivity,acceptable,671
03207,Trichechus,inunguis,Amazonian manatee,Sirenia,Trichechidae,480000,40,captivity,acceptable,671
03208,Trichechus,manatus,West Indian manatee,Sirenia,Trichechidae,322000,69,captivity,acceptable,1302
03210,Solenodon,paradoxus,Hispaniolan solenodon,Soricomorpha,Solenodontidae,1000,12.1,captivity,acceptable,671
03211,Blarina,brevicauda,Northern short-tailed shrew,Soricomorpha,Soricidae,21.6,2.2,captivity,acceptable,671
03212,Blarina,hylophaga,Elliot's short-tailed shrew,Soricomorpha,Soricidae,14.5,2.8,captivity,acceptable,434
03213,Crocidura,flavescens,Greater red musk shrew,Soricomorpha,Soricidae,45,2.2,captivity,acceptable,589
03214,Crocidura,leucodon,Bicolored shrew,Soricomorpha,Soricidae,11,2.9,captivity,acceptable,671
03215,Crocidura,russula,White-toothed shrew,Soricomorpha,Soricidae,11.6,4,captivity,acceptable,589
03216,Crocidura,suaveolens,Lesser shrew,Soricomorpha,Soricidae,7.7,2.8,captivity,acceptable,1083
03217,Cryptotis,parva,Least shrew,Soricomorpha,Soricidae,4.5,3.5,captivity,acceptable,"Orin Mock, pers. comm."
03218,Myosorex,varius,Forest shrew,Soricomorpha,Soricidae,17.5,2.1,captivity,acceptable,589
03220,Neomys,fodiens,Eurasian water shrew,Soricomorpha,Soricidae,15,3.1,captivity,acceptable,589
03222,Sorex,araneus,Eurasian shrew,Soricomorpha,Soricidae,9,3.2,captivity,acceptable,671
03224,Sorex,caecutiens,Laxmann's shrew,Soricomorpha,Soricidae,5.4,3,captivity,acceptable,589
03235,Suncus,murinus,Asian house shrew,Soricomorpha,Soricidae,45.9,3.2,captivity,acceptable,671
03238,Mogera,wogura,Japanese mole,Soricomorpha,Talpidae,97,3.2,captivity,acceptable,671
03240,Scalopus,aquaticus,Eastern mole,Soricomorpha,Talpidae,90,6.2,wild,acceptable,1405
03242,Orycteropus,afer,Aardvark,Tubulidentata,Orycteropodidae,60000,29.8,captivity,acceptable,671
